age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
25,unemployed,single,unknown,no,no,yes,telephone,jul,mon,356,3,999,0,nonexistent,0.5,96.188,-39.65,3.512,5208.1,no
24,unknown,divorced,unknown,no,no,no,telephone,jun,fri,310,2,999,0,nonexistent,-0.1,99.541,-37.88,3.781,5215.5,no
22,student,single,basic.4y,no,no,no,cellular,feb,fri,149,2,999,0,nonexistent,0.2,97.022,-40.06,4.989,5210.2,no
19,blue-collar,married,basic.6y,no,no,yes,cellular,feb,fri,219,2,306,1,success,1.3,96.005,-36.81,4.864,5265.8,yes
43,blue-collar,married,basic.4y,no,yes,no,cellular,sep,tue,71,4,320,0,failure,-0.1,103.648,-38.27,4.51,5220.1,yes
27,student,single,high.school,yes,yes,yes,cellular,jan,wed,112,4,999,0,nonexistent,-0.2,99.927,-37.32,4.061,5282.8,yes
27,student,unknown,basic.9y,no,no,yes,cellular,jul,tue,158,1,999,0,nonexistent,-0.5,98.31,-37.97,3.515,5256.2,no
29,unknown,single,university.degree,no,yes,no,cellular,may,fri,116,3,246,2,failure,0.9,101.273,-40,3.706,5250.7,no
39,self-employed,married,professional.course,no,no,yes,cellular,jul,tue,131,3,320,1,failure,1.4,101.377,-41.49,4.789,5264.1,no
46,entrepreneur,divorced,basic.9y,no,yes,no,cellular,jan,mon,239,2,999,0,nonexistent,0.8,102.432,-36.55,4.381,5234.8,no
33,management,single,high.school,no,yes,no,cellular,jun,wed,286,3,999,0,nonexistent,0,99.307,-39.1,3.78,5285.8,no
30,retired,married,basic.4y,no,yes,yes,cellular,sep,wed,352,3,311,0,success,1.4,102.543,-37.2,4.209,5261.4,no
24,housemaid,unknown,basic.9y,no,no,yes,cellular,apr,mon,177,2,999,0,nonexistent,0.3,101.799,-37.14,4.711,5288.2,no
45,self-employed,divorced,high.school,no,yes,no,cellular,apr,thu,175,3,999,0,nonexistent,0.5,98.045,-41.15,3.945,5270.8,no
64,student,unknown,basic.9y,no,yes,no,cellular,jan,fri,278,1,999,0,nonexistent,-0.3,97.74,-36.7,3.83,5278.6,no
39,unemployed,married,basic.4y,no,yes,no,cellular,sep,wed,131,5,999,0,nonexistent,-0.5,103.57,-40.67,3.962,5288.6,no
37,admin.,married,high.school,no,yes,yes,cellular,nov,thu,256,1,999,0,nonexistent,1.3,103.765,-38.16,4.359,5258.4,no
20,management,married,high.school,no,yes,yes,cellular,oct,wed,288,3,999,0,nonexistent,0.8,97.854,-33.78,4.365,5242.2,no
28,self-employed,single,unknown,no,yes,no,cellular,aug,tue,238,3,999,0,nonexistent,1,98.96,-38.52,3.874,5264.4,no
39,retired,divorced,basic.6y,no,yes,no,cellular,jun,mon,288,2,283,0,success,0.5,100.072,-34.07,3.883,5202.8,no
20,technician,divorced,basic.9y,no,yes,yes,cellular,jun,thu,351,1,999,0,nonexistent,-0.1,96.211,-41.03,3.637,5255.8,yes
27,student,married,illiterate,no,yes,no,cellular,apr,fri,329,4,194,0,success,-0.4,101.078,-33.66,4.443,5211.4,no
37,technician,married,basic.9y,no,yes,no,cellular,apr,thu,140,4,999,0,nonexistent,1,96.118,-41.14,3.577,5205.2,yes
79,services,unknown,basic.9y,no,no,yes,cellular,aug,tue,219,5,29,0,failure,-0.5,102.84,-33.8,3.763,5202.9,no
38,blue-collar,divorced,high.school,no,no,yes,cellular,aug,thu,101,5,999,0,nonexistent,-0.2,99.036,-41.5,3.675,5225.7,no
35,unemployed,unknown,unknown,no,no,yes,cellular,jul,fri,268,3,999,0,nonexistent,0,97.858,-35.51,4.869,5203.7,no
63,management,single,professional.course,no,no,no,cellular,jun,tue,345,2,261,0,failure,1.5,103.65,-37.36,4.893,5275,no
50,management,married,basic.9y,no,yes,no,telephone,jun,mon,67,1,87,1,success,1.1,96.009,-35.51,3.812,5231.9,no
54,blue-collar,divorced,illiterate,no,no,no,cellular,feb,tue,231,4,999,0,nonexistent,0.9,103.619,-38.89,4.029,5281.6,yes
56,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,320,4,999,0,nonexistent,-0.2,103.243,-37.23,4.523,5278.3,no
51,retired,divorced,illiterate,no,yes,no,cellular,apr,wed,332,4,999,0,nonexistent,1.2,100.652,-33.4,4.905,5204.9,yes
58,housemaid,married,professional.course,no,no,no,cellular,jun,tue,278,3,224,0,failure,1.1,100.923,-38.61,4.946,5291,no
20,services,unknown,illiterate,no,no,no,cellular,mar,mon,197,1,273,1,failure,1.2,103.671,-32.82,3.967,5233.9,no
35,blue-collar,unknown,basic.6y,no,yes,no,cellular,apr,tue,253,4,999,0,nonexistent,1.5,101.767,-32.19,4.552,5265.6,no
59,self-employed,single,basic.9y,no,no,no,cellular,sep,thu,170,5,336,0,success,0.8,100.522,-40.97,3.701,5254,no
21,entrepreneur,unknown,unknown,no,no,no,cellular,apr,fri,85,1,999,0,nonexistent,1,102.18,-41.45,3.784,5213.6,no
44,unemployed,married,high.school,no,no,yes,cellular,feb,mon,193,4,999,0,nonexistent,0.6,102.066,-32.12,4.598,5202.2,no
26,admin.,single,illiterate,no,yes,no,cellular,jun,fri,266,4,247,1,success,1.3,101.805,-39.4,3.877,5287.5,no
38,student,unknown,professional.course,no,yes,no,cellular,nov,tue,158,4,999,0,nonexistent,0.3,101.3,-38.85,4.473,5242,yes
28,self-employed,divorced,basic.6y,no,no,no,cellular,sep,tue,267,4,999,0,nonexistent,0.4,97.332,-37.04,4.357,5202.5,yes
40,entrepreneur,divorced,university.degree,no,no,yes,cellular,sep,fri,243,5,999,0,nonexistent,0.1,98.573,-33.99,4.447,5286.6,no
41,admin.,unknown,basic.6y,no,yes,yes,cellular,oct,thu,93,1,134,0,success,0.7,102.999,-36.67,4.528,5294,no
41,self-employed,single,illiterate,no,no,no,cellular,oct,mon,106,3,216,2,failure,0.4,101.463,-39.34,4.623,5201.4,no
34,housemaid,divorced,professional.course,no,no,yes,cellular,mar,tue,281,3,999,0,nonexistent,0.3,102.081,-36.08,4.99,5226,yes
49,entrepreneur,divorced,basic.6y,no,yes,no,cellular,aug,mon,193,2,999,0,nonexistent,1.2,98.672,-38.98,4.521,5295.7,no
39,unknown,divorced,basic.9y,no,no,yes,cellular,jun,wed,202,2,999,0,nonexistent,0.1,102.884,-36.3,4.916,5239.9,no
49,housemaid,single,high.school,no,yes,no,cellular,jun,thu,236,2,999,0,nonexistent,0.9,100.05,-41.58,4.842,5226.1,yes
33,housemaid,unknown,unknown,no,no,no,cellular,mar,fri,247,4,68,1,failure,1.1,97.738,-36.55,4.874,5209.3,no
41,housemaid,married,high.school,no,yes,no,telephone,feb,thu,186,1,999,0,nonexistent,-0.1,97.945,-39.25,4.664,5287.5,no
41,management,unknown,basic.4y,no,yes,no,cellular,may,mon,308,1,999,0,nonexistent,0.4,102.752,-40.88,3.945,5273.1,no
56,self-employed,divorced,illiterate,no,no,yes,cellular,oct,wed,292,3,323,2,failure,-0.1,101.474,-32.96,4.577,5207.9,yes
84,retired,unknown,professional.course,yes,yes,no,cellular,nov,thu,276,4,173,1,failure,1.2,103.048,-39.43,3.577,5277.7,no
21,unemployed,single,high.school,no,yes,no,cellular,nov,thu,204,4,999,0,nonexistent,-0.4,101.103,-33.7,4.978,5233.3,yes
70,retired,unknown,high.school,no,no,yes,cellular,jun,wed,174,3,999,0,nonexistent,-0.1,96.019,-39.51,3.763,5272.3,yes
29,retired,divorced,basic.4y,no,yes,yes,cellular,jul,fri,221,1,999,0,nonexistent,1.5,100.259,-40.22,3.796,5274.7,no
18,technician,unknown,basic.4y,yes,no,yes,cellular,oct,tue,306,1,999,0,nonexistent,1,103.286,-40.96,3.561,5271.3,yes
31,admin.,divorced,professional.course,no,yes,no,telephone,may,fri,332,4,999,0,nonexistent,-0.2,101.425,-40.28,3.608,5221.7,yes
44,technician,married,unknown,no,yes,no,cellular,sep,fri,281,1,999,0,nonexistent,1.4,99.924,-40.03,4.871,5239.9,yes
50,entrepreneur,married,illiterate,no,no,no,telephone,jun,tue,136,3,109,1,success,1.5,101.668,-32.68,4.833,5220.1,no
53,unemployed,single,university.degree,no,yes,no,cellular,may,wed,132,2,322,1,failure,-0.4,97.884,-40.26,4.595,5285.8,yes
20,housemaid,married,basic.6y,no,no,yes,cellular,jun,wed,130,4,999,0,nonexistent,0.4,97.822,-41.56,4.242,5276,no
27,self-employed,married,professional.course,no,no,no,cellular,dec,wed,76,2,999,0,nonexistent,-0.2,98.24,-34.66,4.859,5204.6,no
25,admin.,unknown,high.school,no,yes,no,telephone,jul,fri,334,5,358,0,failure,-0.2,97.628,-36.14,3.761,5287.1,no
44,services,divorced,basic.9y,no,yes,no,telephone,jul,fri,179,5,352,1,failure,1,96.407,-36.99,4.819,5265.5,no
46,admin.,unknown,basic.4y,no,yes,yes,telephone,oct,thu,75,3,999,0,nonexistent,0,102.264,-35.07,4.072,5242.3,no
26,management,married,illiterate,no,yes,yes,telephone,sep,thu,341,1,999,0,nonexistent,1.2,96.373,-37.36,4.307,5230.5,no
41,technician,single,illiterate,no,no,no,cellular,apr,mon,298,5,999,0,nonexistent,0.7,102.563,-36.7,4.466,5237.5,no
28,unemployed,unknown,basic.9y,no,no,yes,cellular,feb,fri,135,3,277,2,failure,1.5,100.694,-40.81,4.793,5216.9,no
64,management,married,professional.course,no,no,no,cellular,feb,wed,226,3,999,0,nonexistent,-0.3,101.4,-39.37,4.242,5266.5,no
33,blue-collar,divorced,illiterate,no,no,no,cellular,mar,thu,86,2,999,0,nonexistent,1.5,96.846,-39.75,4.387,5253.1,no
61,services,divorced,professional.course,no,no,yes,cellular,nov,wed,194,3,999,0,nonexistent,0.8,102.101,-33.63,4.143,5297.1,no
49,housemaid,unknown,high.school,no,no,yes,telephone,nov,fri,96,2,999,0,nonexistent,1.3,100.175,-37.43,4.742,5256.5,yes
29,self-employed,unknown,high.school,no,yes,yes,telephone,mar,thu,350,4,999,0,nonexistent,1,100.855,-32.85,4.073,5232.5,yes
49,unemployed,divorced,unknown,no,yes,no,cellular,sep,wed,163,4,999,0,nonexistent,-0.1,98.197,-36.46,4.287,5249,yes
52,blue-collar,single,basic.9y,no,yes,no,cellular,aug,mon,308,4,33,0,success,0.9,99.97,-34.8,4.17,5241.2,no
47,services,married,basic.6y,yes,no,yes,cellular,nov,tue,72,2,999,0,nonexistent,1.3,100.823,-34.56,4.474,5238.1,no
24,admin.,married,unknown,no,yes,no,cellular,may,fri,191,1,999,0,nonexistent,-0.2,99.868,-37.5,3.804,5288.4,no
41,services,married,illiterate,no,yes,no,cellular,apr,tue,155,2,999,0,nonexistent,0.2,97.253,-39.16,3.853,5269.8,no
54,student,single,unknown,no,no,yes,telephone,feb,fri,310,2,999,0,nonexistent,1.2,103.096,-38.67,4.482,5265.7,no
26,entrepreneur,unknown,basic.6y,no,no,no,cellular,may,fri,210,2,146,0,failure,1.4,96.71,-40.62,4.301,5209.1,no
22,self-employed,divorced,university.degree,no,yes,no,cellular,nov,fri,115,1,999,0,nonexistent,0.8,98.525,-32.33,3.528,5231.5,no
22,technician,single,basic.9y,no,no,yes,cellular,apr,thu,342,3,999,0,nonexistent,0.4,97.677,-32.87,3.558,5235.9,no
45,unknown,single,unknown,no,no,no,cellular,dec,fri,168,5,999,0,nonexistent,0.1,98.82,-34.67,4.631,5262.3,yes
45,self-employed,married,basic.4y,no,no,no,telephone,jul,mon,206,5,999,0,nonexistent,1.5,98.825,-37.09,4.277,5244.4,yes
38,student,unknown,unknown,no,yes,no,cellular,aug,fri,223,5,999,0,nonexistent,1.4,99.479,-39.34,4.211,5240.3,no
28,housemaid,single,professional.course,no,no,no,cellular,aug,thu,121,5,999,0,nonexistent,-0.2,100.543,-36.71,3.71,5218.6,no
53,housemaid,divorced,professional.course,yes,no,no,cellular,apr,tue,263,5,999,0,nonexistent,0.3,101.824,-38.76,4.953,5221,no
19,unknown,married,illiterate,no,yes,no,cellular,sep,fri,65,2,999,0,nonexistent,0.4,101.751,-40.53,4.439,5295.9,no
37,entrepreneur,unknown,illiterate,yes,yes,no,cellular,sep,thu,286,1,160,1,failure,1.4,102.575,-34.77,4.923,5281.7,no
36,blue-collar,unknown,illiterate,no,yes,no,cellular,sep,tue,177,3,185,2,success,0.3,102.965,-33.03,4.13,5260.7,no
52,self-employed,married,professional.course,no,yes,yes,cellular,jul,fri,249,2,999,0,nonexistent,1.2,96.444,-37,4.485,5283,yes
72,student,married,professional.course,no,yes,no,cellular,jul,tue,164,1,999,0,nonexistent,0.5,100.583,-33.84,4.347,5293.5,no
33,student,married,professional.course,no,yes,yes,cellular,apr,mon,214,4,999,0,nonexistent,0.6,96.185,-37.29,4.487,5299.1,yes
49,unemployed,divorced,basic.9y,no,no,no,cellular,dec,mon,176,4,94,0,success,0.2,98.254,-32.41,4.741,5291.9,no
40,unemployed,married,professional.course,no,yes,no,cellular,aug,mon,249,5,999,0,nonexistent,1,101.659,-37.21,4.876,5255.8,no
31,self-employed,single,illiterate,no,yes,no,cellular,apr,mon,262,4,117,0,failure,0.9,98.899,-33.4,4.893,5204.7,yes
19,services,unknown,unknown,yes,yes,yes,cellular,dec,mon,192,4,242,0,failure,-0.2,101.876,-36.19,4.387,5208,yes
58,unemployed,married,illiterate,no,yes,no,cellular,feb,tue,201,4,999,0,nonexistent,0.9,102.194,-40.71,4.354,5269.6,no
28,technician,married,basic.4y,no,yes,yes,cellular,dec,fri,343,2,999,0,nonexistent,-0.3,102.532,-40.58,4.21,5226.9,yes
54,housemaid,unknown,unknown,no,yes,no,cellular,jan,tue,83,4,999,0,nonexistent,0,99.645,-32.27,3.961,5267.3,no
38,management,divorced,basic.9y,no,yes,no,cellular,mar,mon,106,4,314,0,success,1.2,98.792,-35.81,4.971,5222.3,no
37,retired,divorced,illiterate,no,no,no,cellular,nov,thu,160,5,131,2,success,-0.2,102.608,-32.55,4.493,5204.3,no
57,management,unknown,illiterate,no,yes,no,cellular,nov,fri,229,1,999,0,nonexistent,1.1,97.973,-34.22,4.94,5278.3,yes
35,management,single,illiterate,no,yes,yes,cellular,dec,mon,196,1,999,0,nonexistent,-0.2,100.4,-38.1,4.617,5239.2,no
33,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,108,2,999,0,nonexistent,1.1,101.35,-32.5,4.09,5221.6,no
26,entrepreneur,unknown,illiterate,no,no,no,cellular,feb,tue,234,5,999,0,nonexistent,0.2,101.931,-34.9,4.291,5209,no
52,unknown,single,basic.9y,no,yes,no,cellular,oct,tue,306,3,999,0,nonexistent,0.3,101.058,-37.84,4.578,5240.8,no
81,admin.,married,basic.9y,no,yes,no,cellular,feb,fri,221,5,999,0,nonexistent,-0.4,103.183,-41.48,3.844,5231.2,no
46,services,unknown,basic.4y,no,yes,yes,cellular,feb,tue,187,1,999,0,nonexistent,1.4,99.502,-33.08,4.144,5215.1,yes
42,unemployed,married,university.degree,no,yes,yes,cellular,sep,mon,76,1,999,0,nonexistent,0.5,98.989,-33.99,4.066,5290.3,yes
26,blue-collar,married,illiterate,no,yes,no,cellular,jul,thu,154,3,999,0,nonexistent,-0.2,98.932,-39.12,4.834,5288.5,yes
43,services,unknown,basic.6y,no,no,yes,cellular,nov,tue,256,4,999,0,nonexistent,0.7,101.873,-34.2,4.642,5292.2,yes
44,services,unknown,professional.course,no,no,yes,cellular,mar,mon,145,4,116,1,success,0.5,99.927,-41.92,4.099,5262.9,no
28,admin.,unknown,basic.9y,no,no,yes,cellular,jun,thu,77,3,999,0,nonexistent,-0.2,99.112,-40.32,3.912,5214.2,no
41,admin.,single,basic.4y,no,no,yes,telephone,apr,tue,132,3,999,0,nonexistent,0.7,98.634,-39.8,4.208,5245.9,no
42,technician,single,basic.9y,no,yes,no,cellular,aug,mon,182,2,999,0,nonexistent,0.8,101.548,-36.37,4.356,5286.8,no
85,unknown,married,unknown,no,no,no,cellular,nov,fri,134,4,13,1,failure,-0.5,99.052,-32.06,4.204,5217.4,no
55,management,single,unknown,no,no,yes,cellular,sep,mon,347,2,204,2,failure,1.3,102.639,-41.61,4.176,5225,no
23,services,single,basic.4y,no,yes,no,cellular,feb,thu,297,4,999,0,nonexistent,1.2,103.96,-38.6,3.731,5274,no
25,services,married,basic.9y,no,yes,no,cellular,sep,wed,243,4,999,0,nonexistent,0.2,102.951,-39.72,3.713,5254.8,no
59,student,divorced,illiterate,no,no,yes,cellular,jan,fri,79,2,999,0,nonexistent,1,96.95,-37.58,4.459,5231.3,no
63,self-employed,unknown,basic.9y,no,yes,no,cellular,feb,wed,290,5,168,0,success,1.1,102.717,-40.99,4.013,5262.8,no
21,technician,single,unknown,no,no,no,telephone,may,mon,98,2,235,2,failure,1.1,100.865,-41.13,4.218,5277.6,no
23,unknown,single,basic.6y,no,yes,no,telephone,jul,thu,221,4,46,2,success,0.9,96.958,-36.9,4.996,5298.6,no
60,unemployed,married,basic.4y,yes,yes,no,cellular,jul,fri,254,5,999,0,nonexistent,0,101.14,-39.56,4.346,5284.2,no
48,technician,single,basic.6y,no,yes,no,cellular,sep,mon,226,3,137,1,success,0,97.331,-33.72,4.42,5261.1,no
34,retired,single,unknown,yes,no,no,cellular,sep,tue,347,1,88,2,failure,1,100.879,-34,4.137,5271.8,no
39,technician,married,basic.6y,no,no,no,cellular,feb,tue,176,4,999,0,nonexistent,1.1,101.733,-37.85,4.667,5245.8,yes
20,self-employed,single,professional.course,no,yes,no,cellular,may,wed,268,5,999,0,nonexistent,1.3,102.713,-33.3,4.389,5221.1,no
56,entrepreneur,single,university.degree,no,yes,no,cellular,jun,thu,120,2,999,0,nonexistent,-0.2,102.106,-35.12,4.232,5215.2,no
42,self-employed,married,basic.9y,no,yes,yes,cellular,feb,mon,152,2,999,0,nonexistent,0.9,97.759,-41.12,3.966,5208.1,no
51,student,married,unknown,no,no,no,cellular,may,wed,62,1,286,0,success,0.2,99.682,-35.91,3.937,5267.4,yes
54,technician,divorced,basic.9y,no,no,no,cellular,sep,thu,323,4,999,0,nonexistent,0.1,102.835,-37.47,4.447,5201.6,no
28,student,married,professional.course,no,no,yes,telephone,aug,fri,197,1,999,0,nonexistent,1.4,96.968,-41.98,4.056,5250.7,no
26,housemaid,divorced,professional.course,yes,no,no,cellular,jan,tue,283,2,999,0,nonexistent,-0.1,96.429,-33.31,4.725,5221.1,no
38,self-employed,unknown,unknown,no,yes,no,cellular,jan,thu,91,1,999,0,nonexistent,0.9,101.263,-38.65,4.168,5235.5,no
23,admin.,single,high.school,no,no,no,cellular,dec,thu,143,1,999,0,nonexistent,-0.4,97.364,-36.14,4.469,5213.5,no
35,unknown,unknown,university.degree,no,no,no,cellular,aug,wed,330,4,999,0,nonexistent,0.8,98.315,-37.05,3.801,5223.9,no
33,management,divorced,university.degree,no,yes,no,telephone,oct,thu,192,1,999,0,nonexistent,0.3,97.246,-40,4.182,5274.3,yes
37,retired,unknown,basic.4y,no,yes,no,cellular,aug,mon,256,5,999,0,nonexistent,-0.1,98.581,-37.45,4.172,5248.4,no
55,management,married,high.school,no,no,yes,cellular,jan,mon,89,3,52,2,success,1,101.611,-37.08,4.641,5286.8,no
30,self-employed,divorced,basic.6y,no,yes,yes,cellular,dec,thu,231,4,999,0,nonexistent,0.6,96.586,-36.63,3.505,5263.3,no
57,unemployed,single,basic.4y,no,yes,no,cellular,apr,wed,323,1,999,0,nonexistent,-0.3,103.459,-37.79,4.266,5264.4,no
51,management,unknown,basic.9y,no,no,no,cellular,feb,fri,284,5,999,0,nonexistent,0,103.522,-40.33,4.315,5209.5,yes
25,self-employed,single,illiterate,no,yes,no,cellular,feb,mon,302,2,999,0,nonexistent,-0.3,96.283,-38.64,4.349,5250.3,no
43,housemaid,married,university.degree,no,yes,no,telephone,sep,fri,62,3,999,0,nonexistent,1.4,103.203,-39.39,3.797,5205.9,no
20,retired,single,illiterate,no,no,yes,cellular,jul,fri,165,1,999,0,nonexistent,1.2,97.113,-32.05,4.344,5200.8,no
66,blue-collar,single,professional.course,no,yes,no,cellular,sep,thu,91,4,999,0,nonexistent,0.1,100.404,-40.88,4.734,5260.8,no
46,blue-collar,unknown,basic.6y,no,yes,no,cellular,jan,mon,187,1,999,0,nonexistent,-0.4,98.706,-35.44,3.753,5264.1,no
28,retired,divorced,unknown,no,yes,yes,cellular,apr,mon,103,1,999,0,nonexistent,0.9,96.027,-41.68,4.575,5225.7,no
18,services,single,basic.4y,no,no,no,telephone,jun,tue,332,2,97,2,failure,0.1,97.669,-34.39,3.506,5269.9,no
32,unknown,married,basic.6y,no,no,no,cellular,jan,wed,227,2,43,2,success,-0.1,100.569,-37.39,4.715,5227.7,no
52,admin.,unknown,basic.9y,no,no,no,cellular,oct,thu,338,1,999,0,nonexistent,0,97.382,-37.92,4.885,5230.9,yes
59,admin.,divorced,university.degree,no,no,no,cellular,nov,wed,102,3,999,0,nonexistent,0.4,97.156,-41.58,4.006,5222.8,no
34,blue-collar,single,basic.6y,no,yes,no,cellular,nov,thu,304,1,999,0,nonexistent,-0.4,100.95,-38.34,4.56,5293.5,no
52,entrepreneur,unknown,basic.4y,no,no,no,cellular,apr,mon,243,4,999,0,nonexistent,-0.4,101.806,-41.8,3.839,5287.6,no
38,student,unknown,basic.4y,no,yes,no,cellular,oct,tue,73,2,999,0,nonexistent,1.2,102.383,-35.22,4.467,5253.7,no
29,retired,single,professional.course,no,no,no,cellular,aug,fri,101,4,999,0,nonexistent,0.4,96.858,-33.27,3.829,5270.7,no
52,retired,unknown,unknown,no,no,yes,telephone,jan,wed,118,1,999,0,nonexistent,0.4,98.4,-41.12,4.726,5200,no
61,unemployed,unknown,high.school,no,yes,no,cellular,oct,tue,297,5,999,0,nonexistent,0.9,102.723,-33.94,4.565,5256.1,yes
86,technician,single,unknown,no,yes,no,cellular,may,fri,284,5,999,0,nonexistent,-0.4,97.632,-38.69,3.69,5267.5,no
47,technician,divorced,basic.9y,no,no,yes,cellular,may,mon,284,2,999,0,nonexistent,0.3,97.24,-40.12,3.986,5205.7,no
18,housemaid,married,basic.4y,no,yes,no,cellular,jan,wed,124,5,999,0,nonexistent,-0.4,97.51,-40.03,4.134,5219.3,yes
48,admin.,unknown,university.degree,no,no,no,cellular,jan,wed,238,3,219,0,success,0.4,99.716,-32.54,4.826,5272.9,no
69,unemployed,unknown,basic.9y,no,yes,yes,cellular,may,thu,317,5,999,0,nonexistent,-0.5,100.796,-38.62,4.093,5257.9,no
79,housemaid,single,basic.6y,no,yes,no,cellular,nov,wed,117,2,999,0,nonexistent,0.8,102.83,-35.6,4.425,5224.8,no
43,technician,married,professional.course,no,yes,no,cellular,jan,fri,317,2,32,1,failure,0.9,101.886,-37.42,4.732,5238.8,no
62,student,single,high.school,no,yes,no,cellular,aug,thu,224,2,86,2,failure,-0.1,98.442,-41.53,4.258,5276.7,no
20,services,married,basic.4y,no,no,no,cellular,jun,mon,310,3,999,0,nonexistent,1.1,98.855,-34.48,3.55,5286.7,no
41,technician,divorced,high.school,no,no,no,cellular,nov,mon,264,4,999,0,nonexistent,-0.2,103.165,-38.64,4.719,5251.4,no
22,unemployed,divorced,high.school,yes,no,no,cellular,apr,thu,236,1,999,0,nonexistent,0.6,100.284,-36.67,4.633,5266.2,yes
54,student,married,unknown,no,yes,no,cellular,jan,tue,243,3,999,0,nonexistent,0.4,100.4,-37.57,3.805,5285.4,no
50,blue-collar,divorced,basic.6y,yes,no,yes,telephone,jan,fri,82,1,999,0,nonexistent,1.5,96.247,-41.83,4.013,5290.2,yes
54,unknown,unknown,basic.4y,no,yes,no,telephone,jan,wed,343,4,999,0,nonexistent,0.3,101.944,-41.76,4.07,5243.6,no
38,services,single,high.school,no,yes,yes,cellular,mar,fri,131,2,999,0,nonexistent,0.8,99.044,-35.93,4.44,5287.2,no
39,services,married,basic.4y,no,no,no,cellular,aug,mon,198,2,999,0,nonexistent,-0.5,97.569,-38.43,4.129,5249.1,yes
35,self-employed,divorced,illiterate,yes,yes,no,telephone,jul,mon,308,5,139,2,failure,1,101.239,-32.86,4.108,5288.6,no
29,technician,divorced,professional.course,no,no,no,cellular,oct,mon,336,2,999,0,nonexistent,0.4,96.17,-33.67,4.91,5283.8,no
21,unknown,married,high.school,no,yes,no,cellular,apr,wed,343,2,191,0,success,1.4,101.894,-41.94,3.706,5202.4,no
41,student,divorced,university.degree,no,no,no,cellular,jan,wed,316,5,999,0,nonexistent,1.5,101.737,-40.44,3.728,5279.5,yes
46,student,divorced,unknown,no,no,yes,cellular,jul,thu,279,3,999,0,nonexistent,-0.3,101.56,-36.89,4.351,5282.6,no
